Fecha de Toma de Muestra,Hora de Toma de Muestra,Fecha de Entrega al Laboratorio,Código de la Muestra,NSPM,Código del Laboratorio,Tipo de Muestra,Clasificación de la Muestra,Color Aparente,Turbiedad,pH,Cloro Residual Libre,Dureza Total,Hierro Total,Cloruros,Alcalinidad,Sulfatos,Nitratos,Coliformes Totales,Técnica Empleada para la Determinación de los Coliformes Totales,Escherichia Coli,Técnica Empleada para la Determinación de la Escherichia Coli,Resultados del IRCA por Muestra
01/01/2012 12:00:00 AM,1899-12-31T10:05:00.000,01/01/2012 12:00:00 AM,0001-1,2,,2,2,8.7,1.18,7.1,1.48,,,,,,,0,1,0,0,0
01/01/2012 12:00:00 AM,1899-12-31T10:22:00.000,01/01/2012 12:00:00 AM,0001-2,15,,2,2,3.2,0.6,7.14,1.18,,,,,,,0,1,0,0,0
01/01/2012 12:00:00 AM,1899-12-31T10:34:00.000,01/01/2012 12:00:00 AM,0001-3,20,,2,2,3.4,0.55,7.21,1.77,,,,,,,1,1,0,0,19.35
01/02/2012 12:00:00 AM,1899-12-31T09:48:00.000,01/02/2012 12:00:00 AM,0004-1,4,,2,2,8.4,0.91,7.1,1.42,,,,,,,0,1,0,0,0
01/02/2012 12:00:00 AM,1899-12-31T09:26:00.000,01/02/2012 12:00:00 AM,0004-2,7,,2,2,24,3.03,7.17,1.52,,,,,,,0,1,0,0,27.1
01/02/2012 12:00:00 AM,1899-12-31T09:10:00.000,01/02/2012 12:00:00 AM,0004-3,17,,2,2,3.5,0.42,7.4,1.17,,,,,,,0,1,0,0,0
01/03/2012 12:00:00 AM,1899-12-31T08:50:00.000,01/03/2012 12:00:00 AM,0007-1,3,,2,2,14.4,1.6,7.32,1.43,,,,,,,0,1,0,0,0
01/03/2012 12:00:00 AM,1899-12-31T09:30:00.000,01/03/2012 12:00:00 AM,0007-2,8,,2,2,15,1.9,7.19,1.4,,,,,,,0,1,0,0,0
01/03/2012 12:00:00 AM,1899-12-31T09:08:00.000,01/03/2012 12:00:00 AM,0007-3,13,,2,2,14.8,1.23,7.34,1.48,,,,,,,0,1,0,0,0
01/04/2012 12:00:00 AM,1899-12-31T10:50:00.000,01/04/2012 12:00:00 AM,0011-1,12,,2,2,11.7,1.2,7.32,1.39,,,,,,,0,1,0,0,0
01/04/2012 12:00:00 AM,1899-12-31T09:50:00.000,01/04/2012 12:00:00 AM,0011-2,16,,2,2,11.8,1.06,7.34,1.15,,,,,,,0,1,0,0,0
01/04/2012 12:00:00 AM,1899-12-31T10:15:00.000,01/04/2012 12:00:00 AM,0011-3,15,,2,2,3.2,0.38,7.32,0.84,53,0.031,14,45,5,1.7,0,1,0,0,0
01/05/2012 12:00:00 AM,1899-12-31T10:00:00.000,01/05/2012 12:00:00 AM,0015-1,5,,2,2,5.9,0.97,6.93,1.32,,,,,,,0,1,0,0,0
01/05/2012 12:00:00 AM,1899-12-31T09:05:00.000,01/05/2012 12:00:00 AM,0015-2,18,,2,2,7.7,0.88,7.02,1.23,,,,,,,0,1,0,0,0
01/05/2012 12:00:00 AM,1899-12-31T09:40:00.000,01/05/2012 12:00:00 AM,0015-3,1,,2,2,5.8,0.78,7.03,1.31,,,,,,,0,1,0,0,0
01/06/2012 12:00:00 AM,1899-12-31T09:30:00.000,01/06/2012 12:00:00 AM,0019-1,6,,2,2,12.7,1.22,6.94,0.99,,,,,,,0,1,0,0,0
01/06/2012 12:00:00 AM,1899-12-31T10:05:00.000,01/06/2012 12:00:00 AM,0019-2,10,,2,2,10.3,1.13,7.04,1.4,,,,,,,0,1,0,0,0
01/06/2012 12:00:00 AM,1899-12-31T10:35:00.000,01/06/2012 12:00:00 AM,0019-3,12,,2,2,9.1,1.16,7.02,1.31,50,0.037,13,36,11,1,0,1,0,0,0
01/07/2012 12:00:00 AM,1899-12-31T08:04:00.000,01/07/2012 12:00:00 AM,0023-1,9,,2,2,8,0.87,6.7,1.32,,,,,,,0,1,0,0,0
01/07/2012 12:00:00 AM,1899-12-31T07:52:00.000,01/07/2012 12:00:00 AM,0023-2,3,,2,2,10.2,0.9,6.85,1.19,,,,,,,0,1,0,0,0
01/07/2012 12:00:00 AM,1899-12-31T08:20:00.000,01/07/2012 12:00:00 AM,0023-3,14,,2,2,15.5,1.57,6.93,1.26,,,,,,,0,1,0,0,19.35
01/08/2012 12:00:00 AM,1899-12-31T08:02:00.000,01/08/2012 12:00:00 AM,0027-1,7,,2,2,20.2,3.19,6.78,1.43,,,,,,,0,1,0,0,27.1
01/08/2012 12:00:00 AM,1899-12-31T08:21:00.000,01/08/2012 12:00:00 AM,0027-2,12,,2,2,14.6,1.94,6.9,1.24,,,,,,,0,1,0,0,0
01/09/2012 12:00:00 AM,1899-12-31T08:08:00.000,01/09/2012 12:00:00 AM,0031-1,2,,2,2,12.6,1.54,6.72,1.31,,,,,,,0,1,0,0,0
01/09/2012 12:00:00 AM,1899-12-31T07:55:00.000,01/09/2012 12:00:00 AM,0031-2,1,,2,2,11.9,1.32,6.86,1.36,,,,,,,0,1,0,0,0
01/09/2012 12:00:00 AM,1899-12-31T08:20:00.000,01/09/2012 12:00:00 AM,0031-3,14,,2,2,21,2.25,6.94,1.19,,,,,,,0,1,0,0,27.1
01/10/2012 12:00:00 AM,1899-12-31T09:50:00.000,01/10/2012 12:00:00 AM,0035-1,4,,2,2,10.4,1.54,6.78,1.3,,,,,,,0,1,0,0,0
01/10/2012 12:00:00 AM,1899-12-31T09:00:00.000,01/10/2012 12:00:00 AM,0035-2,8,,2,2,27.2,3.01,6.88,1.14,,,,,,,0,1,0,0,46.45
01/11/2012 12:00:00 AM,1899-12-31T10:00:00.000,01/11/2012 12:00:00 AM,0038-1,5,,2,2,9.2,1.14,6.74,1.18,,,,,,,0,1,0,0,0
01/11/2012 12:00:00 AM,1899-12-31T09:26:00.000,01/11/2012 12:00:00 AM,0038-2,16,,2,2,8.5,1.14,6.78,1.23,,,,,,,0,1,0,0,0
01/11/2012 12:00:00 AM,1899-12-31T08:55:00.000,01/11/2012 12:00:00 AM,0038-3,13,,2,2,8,0.95,6.8,1.23,49,0.027,14,35,22,1.2,0,1,0,0,0
01/12/2012 12:00:00 AM,1899-12-31T09:45:00.000,01/12/2012 12:00:00 AM,0042-1,6,,2,2,22.2,2.54,6.71,1.09,,,,,,,0,1,0,0,27.1
01/12/2012 12:00:00 AM,1899-12-31T09:15:00.000,01/12/2012 12:00:00 AM,0042-2,18,,2,2,9.5,1.3,6.78,1.23,,,,,,,0,1,0,0,0
01/12/2012 12:00:00 AM,1899-12-31T10:30:00.000,01/12/2012 12:00:00 AM,0042-3,19,,2,2,4.2,0.59,6.8,1.41,,,,,,,0,1,0,0,0
01/13/2012 12:00:00 AM,1899-12-31T10:50:00.000,01/13/2012 12:00:00 AM,0046-1,7,,2,2,7,0.97,6.86,1.44,,,,,,,0,1,0,0,0
01/13/2012 12:00:00 AM,1899-12-31T09:30:00.000,01/13/2012 12:00:00 AM,0046-2,9,,2,2,9.3,1.26,6.96,1.61,,,,,,,0,1,0,0,0
01/13/2012 12:00:00 AM,1899-12-31T08:35:00.000,01/13/2012 12:00:00 AM,0046-3,3,,2,2,31.7,3.2,6.92,1.17,52,0.082,11,39,17,1.6,0,1,0,0,23.33
01/14/2012 12:00:00 AM,1899-12-31T08:00:00.000,01/14/2012 12:00:00 AM,0050-1,10,,2,2,15,1.98,6.95,1.33,,,,,,,0,1,0,0,0
01/14/2012 12:00:00 AM,1899-12-31T08:15:00.000,01/14/2012 12:00:00 AM,0050-2,15,,2,2,9,1.02,7.06,1.26,,,,,,,1,1,0,0,0
01/14/2012 12:00:00 AM,1899-12-31T08:32:00.000,01/14/2012 12:00:00 AM,0050-3,20,,2,2,2.5,0.26,7.1,1.67,,,,,,,0,1,0,0,0
01/15/2012 12:00:00 AM,1899-12-31T07:50:00.000,01/15/2012 12:00:00 AM,0054-1,1,,2,2,15,1.98,6.93,1.49,,,,,,,0,1,0,0,0
01/15/2012 12:00:00 AM,1899-12-31T08:05:00.000,01/15/2012 12:00:00 AM,0054-2,2,,2,2,13.4,1.66,7.08,1.4,,,,,,,0,1,0,0,0
01/15/2012 12:00:00 AM,1899-12-31T08:20:00.000,01/15/2012 12:00:00 AM,0054-3,14,,2,2,21.5,2,7.08,1.64,,,,,,,0,1,0,0,7.74
01/16/2012 12:00:00 AM,1899-12-31T09:50:00.000,01/16/2012 12:00:00 AM,0058-1,8,,2,2,15,1.96,6.86,1.28,,,,,,,0,1,0,0,0
01/16/2012 12:00:00 AM,1899-12-31T08:45:00.000,01/16/2012 12:00:00 AM,0058-2,12,,2,2,15,1.94,6.96,1.02,,,,,,,0,1,0,0,0
01/16/2012 12:00:00 AM,1899-12-31T09:30:00.000,01/16/2012 12:00:00 AM,0058-3,17,,2,2,9.6,1.2,6.91,1.07,,,,,,,0,1,0,0,0
01/17/2012 12:00:00 AM,1899-12-31T10:05:00.000,01/17/2012 12:00:00 AM,0061-1,4,,2,2,6.5,0.84,7,1.39,,,,,,,0,1,0,0,0
01/17/2012 12:00:00 AM,1899-12-31T09:00:00.000,01/17/2012 12:00:00 AM,0061-2,3,,2,2,7.1,0.97,6.98,1.31,,,,,,,0,1,0,0,0
01/17/2012 12:00:00 AM,1899-12-31T09:25:00.000,01/17/2012 12:00:00 AM,0061-3,16,,2,2,8.4,0.97,7,1.34,,,,,,,0,1,0,0,0
01/18/2012 12:00:00 AM,1899-12-31T09:55:00.000,01/18/2012 12:00:00 AM,0065-1,7,,2,2,8.2,0.76,7,1.2,,,,,,,0,1,0,0,0
01/18/2012 12:00:00 AM,1899-12-31T10:10:00.000,01/18/2012 12:00:00 AM,0065-2,9,,2,2,8.7,1,7.04,1.28,,,,,,,0,1,0,0,0
01/18/2012 12:00:00 AM,1899-12-31T10:20:00.000,01/18/2012 12:00:00 AM,0065-3,5,,2,2,6.6,0.68,7.1,1.35,54,0.032,10,42,18,1.7,0,1,0,0,0
01/19/2012 12:00:00 AM,1899-12-31T09:55:00.000,01/19/2012 12:00:00 AM,0069-1,6,,2,2,6.9,1.1,6.99,1.06,,,,,,,0,1,0,0,0
01/19/2012 12:00:00 AM,1899-12-31T10:45:00.000,01/19/2012 12:00:00 AM,0069-2,10,,2,2,4.4,0.66,7.12,1.16,,,,,,,0,1,0,0,0
01/19/2012 12:00:00 AM,1899-12-31T10:15:00.000,01/19/2012 12:00:00 AM,0069-3,18,,2,2,6.2,0.93,7.06,1.24,,,,,,,0,1,0,0,0
01/20/2012 12:00:00 AM,1899-12-31T11:22:00.000,01/20/2012 12:00:00 AM,0073-1,19,,2,2,5.4,0.57,7.03,1.41,,,,,,,0,1,0,0,0
01/20/2012 12:00:00 AM,1899-12-31T10:50:00.000,01/20/2012 12:00:00 AM,0073-2,8,,2,2,21.2,3.07,7,1.25,,,,,,,0,1,0,0,46.45
01/21/2012 12:00:00 AM,1899-12-31T08:20:00.000,01/21/2012 12:00:00 AM,0076-2,15,,2,2,6.6,0.81,6.88,1.22,,,,,,,1,1,0,0,19.35
01/22/2012 12:00:00 AM,1899-12-31T08:10:00.000,01/22/2012 12:00:00 AM,0079-1,1,,2,2,4,0.74,6.77,1.48,,,,,,,0,1,0,0,0
01/22/2012 12:00:00 AM,1899-12-31T08:20:00.000,01/22/2012 12:00:00 AM,0079-2,2,,2,2,5.4,0.82,6.88,1.45,,,,,,,0,1,0,0,0
01/22/2012 12:00:00 AM,1899-12-31T08:35:00.000,01/22/2012 12:00:00 AM,0079-3,14,,2,2,5.2,0.81,6.86,1.58,,,,,,,0,1,0,0,0
01/23/2012 12:00:00 AM,1899-12-31T09:20:00.000,01/23/2012 12:00:00 AM,0082-1,4,,2,2,2.8,0.32,6.79,1.42,,,,,,,0,1,0,0,0
01/23/2012 12:00:00 AM,1899-12-31T09:40:00.000,01/23/2012 12:00:00 AM,0082-2,12,,2,2,7.5,0.98,6.78,1.38,,,,,,,1,1,0,0,19.35
01/23/2012 12:00:00 AM,1899-12-31T09:05:00.000,01/23/2012 12:00:00 AM,0082-3,17,,2,2,2.5,0.17,6.94,1.49,,,,,,,0,1,0,0,0
01/24/2012 12:00:00 AM,1899-12-31T10:55:00.000,01/24/2012 12:00:00 AM,0085-1,13,,2,2,6.8,0.93,7.2,1.28,,,,,,,0,1,0,0,0
01/24/2012 12:00:00 AM,1899-12-31T10:15:00.000,01/24/2012 12:00:00 AM,0085-2,16,,2,2,12.2,1.57,7.12,1.22,,,,,,,0,1,0,0,0
01/24/2012 12:00:00 AM,1899-12-31T09:55:00.000,01/24/2012 12:00:00 AM,0085-3,18,,2,2,4,0.56,7.06,1,,,,,,,0,1,0,0,0
01/25/2012 12:00:00 AM,1899-12-31T09:10:00.000,01/25/2012 12:00:00 AM,0089-1,5,,2,2,2.5,0.45,6.81,1.12,,,,,,,0,1,0,0,0
01/25/2012 12:00:00 AM,1899-12-31T09:30:00.000,01/25/2012 12:00:00 AM,0089-2,9,,2,2,15,1.69,6.84,1.38,,,,,,,0,1,0,0,0
01/25/2012 12:00:00 AM,1899-12-31T10:10:00.000,01/25/2012 12:00:00 AM,0089-3,7,,2,2,4.4,0.79,6.86,1.45,38,0.021,13,20,14,8,0,1,0,0,0
01/26/2012 12:00:00 AM,1899-12-31T09:56:00.000,01/26/2012 12:00:00 AM,0093-1,3,,2,2,5.4,1.21,6.96,1.39,,,,,,,0,1,0,0,0
01/26/2012 12:00:00 AM,1899-12-31T09:35:00.000,01/26/2012 12:00:00 AM,0093-2,6,,2,2,9.5,1.6,6.86,1.14,,,,,,,0,1,0,0,0
01/26/2012 12:00:00 AM,1899-12-31T09:15:00.000,01/26/2012 12:00:00 AM,0093-3,8,,2,2,15,1.92,6.9,1.37,,,,,,,0,1,0,0,0
01/27/2012 12:00:00 AM,1899-12-31T09:56:00.000,01/27/2012 12:00:00 AM,0097-1,12,,2,2,12.4,1.98,6.98,1.42,,,,,,,0,1,0,0,0
01/27/2012 12:00:00 AM,1899-12-31T09:20:00.000,01/27/2012 12:00:00 AM,0097-2,19,,2,2,8.4,0.72,7.04,1.38,,,,,,,0,1,0,0,0
01/27/2012 12:00:00 AM,1899-12-31T09:40:00.000,01/27/2012 12:00:00 AM,0097-3,4,,2,2,14.2,1.6,7.04,1.45,46,0.029,11,36,13,1,0,1,0,0,0
01/28/2012 12:00:00 AM,1899-12-31T07:50:00.000,01/28/2012 12:00:00 AM,0101-1,10,,2,2,20,2,7.08,1.33,,,,,,,0,1,0,0,7.74
01/28/2012 12:00:00 AM,1899-12-31T08:05:00.000,01/28/2012 12:00:00 AM,0101-2,15,,2,2,3.4,0.71,7.08,1.24,,,,,,,0,1,0,0,0
01/28/2012 12:00:00 AM,1899-12-31T08:30:00.000,01/28/2012 12:00:00 AM,0101-3,20,,2,2,3.6,0.66,7.06,1.59,,,,,,,0,1,0,0,0
01/29/2012 12:00:00 AM,1899-12-31T07:35:00.000,01/29/2012 12:00:00 AM,0105-1,1,,2,2,15,1.98,7,1.37,,,,,,,0,1,0,0,0
01/29/2012 12:00:00 AM,1899-12-31T07:48:00.000,01/29/2012 12:00:00 AM,0105-2,2,,2,2,10.6,1.9,6.98,1.38,,,,,,,0,1,0,0,0
01/29/2012 12:00:00 AM,1899-12-31T08:05:00.000,01/29/2012 12:00:00 AM,0105-3,14,,2,2,15,1.98,7.06,1.25,,,,,,,0,1,0,0,0
01/30/2012 12:00:00 AM,1899-12-31T09:50:00.000,01/30/2012 12:00:00 AM,0109-1,12,,2,2,14.9,1.77,7.07,1.74,,,,,,,0,1,0,0,0
01/30/2012 12:00:00 AM,1899-12-31T09:00:00.000,01/30/2012 12:00:00 AM,0109-2,13,,2,2,27.4,3.04,7.07,1.4,,,,,,,0,1,0,0,27.1
01/30/2012 12:00:00 AM,1899-12-31T09:26:00.000,01/30/2012 12:00:00 AM,0109-3,17,,2,2,12.4,1.42,7.05,1.19,,,,,,,0,1,0,0,0
01/31/2012 12:00:00 AM,1899-12-31T08:45:00.000,01/31/2012 12:00:00 AM,0112-1,5,,2,2,4.2,0.42,6.94,1.19,,,,,,,0,1,0,0,0
01/31/2012 12:00:00 AM,1899-12-31T09:25:00.000,01/31/2012 12:00:00 AM,0112-2,9,,2,2,6.1,0.62,6.94,1.22,,,,,,,0,1,0,0,0
01/31/2012 12:00:00 AM,1899-12-31T09:55:00.000,01/31/2012 12:00:00 AM,0112-3,16,,2,2,9.1,0.94,6.97,1.34,,,,,,,0,1,0,0,0
02/01/2012 12:00:00 AM,1899-12-31T09:05:00.000,02/01/2012 12:00:00 AM,0116-1,1,,2,2,5.3,0.73,7.24,1.43,,,,,,,0,1,0,0,0
02/01/2012 12:00:00 AM,1899-12-31T10:00:00.000,02/01/2012 12:00:00 AM,0116-2,2,,2,2,8.4,0.94,7.14,1.54,46,0.026,11,38,13,1.5,0,1,0,0,0
02/01/2012 12:00:00 AM,1899-12-31T10:40:00.000,02/01/2012 12:00:00 AM,0116-3,6,,2,2,15,1.97,7.12,1.15,,,,,,,0,1,0,0,0
02/02/2012 12:00:00 AM,1899-12-31T10:15:00.000,02/02/2012 12:00:00 AM,0120-1,4,,2,2,9.4,1.09,6.9,1.45,,,,,,,0,1,0,0,0
02/02/2012 12:00:00 AM,1899-12-31T09:50:00.000,02/02/2012 12:00:00 AM,0120-2,8,,2,2,14.8,1.96,6.88,1.37,,,,,,,0,1,0,0,0
02/02/2012 12:00:00 AM,1899-12-31T09:15:00.000,02/02/2012 12:00:00 AM,0120-3,13,,2,2,10,1.28,6.93,1.38,,,,,,,0,1,0,0,0
02/03/2012 12:00:00 AM,1899-12-31T10:00:00.000,02/03/2012 12:00:00 AM,0124-1,9,,2,2,12.5,1.36,6.97,1.36,,,,,,,0,1,0,0,0
02/03/2012 12:00:00 AM,1899-12-31T09:15:00.000,02/03/2012 12:00:00 AM,0124-2,16,,2,2,12.2,1.28,6.92,1.35,,,,,,,0,1,0,0,0
02/03/2012 12:00:00 AM,1899-12-31T10:30:00.000,02/03/2012 12:00:00 AM,0124-3,19,,2,2,10,1.27,6.9,1.23,53,0.036,11,36,22,0.7,0,1,0,0,0
02/04/2012 12:00:00 AM,1899-12-31T08:00:00.000,02/04/2012 12:00:00 AM,0128-1,10,,2,2,11.4,1.43,6.91,1.47,,,,,,,0,1,0,0,0
02/04/2012 12:00:00 AM,1899-12-31T08:22:00.000,02/04/2012 12:00:00 AM,0128-2,12,,2,2,11.2,1.3,6.96,1.58,,,,,,,0,1,0,0,0
02/04/2012 12:00:00 AM,1899-12-31T08:33:00.000,02/04/2012 12:00:00 AM,0128-3,14,,2,2,10.7,1.18,7.04,1.6,,,,,,,1,1,0,0,19
02/05/2012 12:00:00 AM,1899-12-31T08:00:00.000,02/05/2012 12:00:00 AM,0132-1,3,,2,2,11.3,1.11,6.88,1.38,,,,,,,0,1,0,0,0
02/05/2012 12:00:00 AM,1899-12-31T08:18:00.000,02/05/2012 12:00:00 AM,0132-2,15,,2,2,5.8,0.54,6.9,1.29,,,,,,,0,1,0,0,0
02/05/2012 12:00:00 AM,1899-12-31T08:30:00.000,02/05/2012 12:00:00 AM,0132-3,20,,2,2,3,0.28,6.95,1.57,,,,,,,0,1,0,0,0
02/06/2012 12:00:00 AM,1899-12-31T09:25:00.000,02/06/2012 12:00:00 AM,0136-1,17,,2,2,7.7,0.84,6.84,1.03,,,,,,,0,1,0,0,0
02/06/2012 12:00:00 AM,1899-12-31T10:00:00.000,02/06/2012 12:00:00 AM,0136-2,5,,2,2,7,0.76,6.88,0.91,,,,,,,0,1,0,0,0
02/06/2012 12:00:00 AM,1899-12-31T08:58:00.000,02/06/2012 12:00:00 AM,0136-3,7,,2,2,25,2.5,6.92,1.24,,,,,,,0,1,0,0,27
02/07/2012 12:00:00 AM,1899-12-31T09:37:00.000,02/07/2012 12:00:00 AM,0139-1,18,,2,2,15,1.98,6.9,1.09,,,,,,,0,1,0,0,0
02/07/2012 12:00:00 AM,1899-12-31T10:15:00.000,02/07/2012 12:00:00 AM,0139-2,4,,2,2,5.2,0.61,7,1.29,,,,,,,0,1,0,0,0
02/07/2012 12:00:00 AM,1899-12-31T09:20:00.000,02/07/2012 12:00:00 AM,0139-3,6,,2,2,25.1,2.6,7.02,0.87,,,,,,,0,1,0,0,27
02/08/2012 12:00:00 AM,1899-12-31T10:18:00.000,02/08/2012 12:00:00 AM,0143-1,12,,2,2,15,1.91,7.04,1.09,,,,,,,0,1,0,0,0
02/08/2012 12:00:00 AM,1899-12-31T09:33:00.000,02/08/2012 12:00:00 AM,0143-2,13,,2,2,6.3,0.8,6.96,1.19,,,,,,,0,1,0,0,0
02/08/2012 12:00:00 AM,1899-12-31T09:18:00.000,02/08/2012 12:00:00 AM,0143-3,16,,2,2,7.7,1.04,6.94,1.21,54,0.026,11,38,20,1.5,0,1,0,0,0
02/09/2012 12:00:00 AM,1899-12-31T09:30:00.000,02/09/2012 12:00:00 AM,0146-1,8,,2,2,33.6,3.86,6.84,1.19,,,,,,,0,1,0,0,27
02/09/2012 12:00:00 AM,1899-12-31T10:20:00.000,02/09/2012 12:00:00 AM,0146-2,11,,2,2,20.8,2.73,7.76,1.47,,,,,,,0,1,0,0,27
02/09/2012 12:00:00 AM,1899-12-31T09:50:00.000,02/09/2012 12:00:00 AM,0146-3,9,,2,2,7.6,0.88,7.22,1.17,,,,,,,0,1,0,0,0
02/10/2012 12:00:00 AM,1899-12-31T10:05:00.000,02/10/2012 12:00:00 AM,0149-1,17,,2,2,2.7,0.57,7,1.32,,,,,,,0,1,0,0,0
02/10/2012 12:00:00 AM,1899-12-31T10:20:00.000,02/10/2012 12:00:00 AM,0149-2,19,,2,2,3.4,0.64,7.08,1.36,,,,,,,0,1,0,0,0
02/10/2012 12:00:00 AM,1899-12-31T10:40:00.000,02/10/2012 12:00:00 AM,0149-3,10,,2,2,4.2,0.76,7.14,1.39,51,0.017,7,42,10,0.7,0,1,0,0,0
02/11/2012 12:00:00 AM,1899-12-31T08:30:00.000,02/11/2012 12:00:00 AM,0153-1,1,,2,2,8.4,1.08,6.89,1.28,,,,,,,0,1,0,0,0
02/11/2012 12:00:00 AM,1899-12-31T08:15:00.000,02/11/2012 12:00:00 AM,0153-2,2,,2,2,8.4,1.08,6.84,1.24,,,,,,,0,1,0,0,0
02/11/2012 12:00:00 AM,1899-12-31T08:46:00.000,02/11/2012 12:00:00 AM,0153-3,14,,2,2,2.5,0.22,6.92,1.46,,,,,,,0,1,0,0,0
02/12/2012 12:00:00 AM,1899-12-31T08:10:00.000,02/12/2012 12:00:00 AM,0157-1,3,,2,2,3.6,0.34,7.02,0.96,,,,,,,0,1,0,0,0
02/12/2012 12:00:00 AM,1899-12-31T08:25:00.000,02/12/2012 12:00:00 AM,0157-2,15,,2,2,7,0.39,7.04,1.04,,,,,,,0,1,0,0,0
02/12/2012 12:00:00 AM,1899-12-31T08:40:00.000,02/12/2012 12:00:00 AM,0157-3,20,,2,2,2.5,0.21,7.02,1.5,,,,,,,0,1,0,0,0
02/13/2012 12:00:00 AM,1899-12-31T10:00:00.000,02/13/2012 12:00:00 AM,0161-1,5,,2,2,4.5,0.65,7.1,1.28,,,,,,,0,1,0,0,0
02/13/2012 12:00:00 AM,1899-12-31T10:57:00.000,02/13/2012 12:00:00 AM,0161-2,7,,2,2,5,0.53,7.17,1.27,,,,,,,0,1,0,0,0
02/13/2012 12:00:00 AM,1899-12-31T10:30:00.000,02/13/2012 12:00:00 AM,0161-3,18,,2,2,3.5,0.53,7.14,1.29,,,,,,,0,1,0,0,0
02/14/2012 12:00:00 AM,1899-12-31T10:28:00.000,02/14/2012 12:00:00 AM,0165-1,2,,2,2,2.5,0.43,6.75,1.28,,,,,,,0,1,0,0,0
02/14/2012 12:00:00 AM,1899-12-31T09:53:00.000,02/14/2012 12:00:00 AM,0165-2,6,,2,2,15,1.98,6.76,1,,,,,,,0,1,0,0,0
02/14/2012 12:00:00 AM,1899-12-31T11:12:00.000,02/14/2012 12:00:00 AM,0165-3,12,,2,2,9.6,1.28,6.85,1.34,,,,,,,0,1,0,0,0
02/15/2012 12:00:00 AM,1899-12-31T10:00:00.000,02/15/2012 12:00:00 AM,0169-1,8,,2,2,15,1.99,7.1,1.16,,,,,,,0,1,0,0,0
02/15/2012 12:00:00 AM,1899-12-31T09:30:00.000,02/15/2012 12:00:00 AM,0169-2,17,,2,2,9.1,1.14,7.2,1.04,,,,,,,0,1,0,0,0
02/15/2012 12:00:00 AM,1899-12-31T10:30:00.000,02/15/2012 12:00:00 AM,0169-3,9,,2,2,5.6,0.55,7.24,1.37,52,0.009,14,44,6,1.5,0,1,0,0,0
02/16/2012 12:00:00 AM,1899-12-31T10:20:00.000,02/16/2012 12:00:00 AM,0173-1,13,,2,2,2.5,0.55,7.16,1.42,,,,,,,0,1,0,0,0
02/16/2012 12:00:00 AM,1899-12-31T09:40:00.000,02/16/2012 12:00:00 AM,0173-2,16,,2,2,3.2,0.52,7.21,1.36,,,,,,,0,1,0,0,0
02/16/2012 12:00:00 AM,1899-12-31T10:55:00.000,02/16/2012 12:00:00 AM,0173-3,19,,2,2,5.4,0.76,7.32,1.2,,,,,,,0,1,0,0,0
02/17/2012 12:00:00 AM,1899-12-31T10:30:00.000,02/17/2012 12:00:00 AM,0177-1,2,,2,2,5.1,0.48,7.32,1.37,,,,,,,0,1,0,0,0
02/17/2012 12:00:00 AM,1899-12-31T10:10:00.000,02/17/2012 12:00:00 AM,0177-2,7,,2,2,15,1.97,7.34,1.36,,,,,,,0,1,0,0,0
02/17/2012 12:00:00 AM,1899-12-31T11:00:00.000,02/17/2012 12:00:00 AM,0177-3,1,,2,2,4.4,0.52,7.4,1.38,58,0.015,13,48,7,1.6,0,1,0,0,0
02/18/2012 12:00:00 AM,1899-12-31T08:00:00.000,02/18/2012 12:00:00 AM,0181-1,3,,2,2,8.3,0.74,7.27,1.3,,,,,,,0,1,0,0,0
02/18/2012 12:00:00 AM,1899-12-31T08:15:00.000,02/18/2012 12:00:00 AM,0181-2,10,,2,2,7.2,0.72,7.33,1.16,,,,,,,2,1,0,0,19
02/18/2012 12:00:00 AM,1899-12-31T08:30:00.000,02/18/2012 12:00:00 AM,0181-3,14,,2,2,7.7,0.62,7.27,1.37,,,,,,,0,1,0,0,0
02/19/2012 12:00:00 AM,1899-12-31T08:20:00.000,02/19/2012 12:00:00 AM,0185-1,20,,2,2,2.6,0.56,7.16,0.95,,,,,,,0,1,0,0,0
02/19/2012 12:00:00 AM,1899-12-31T07:40:00.000,02/19/2012 12:00:00 AM,0185-2,15,,2,2,5.7,0.57,7.16,0.97,,,,,,,0,1,0,0,0
02/20/2012 12:00:00 AM,1899-12-31T10:20:00.000,02/20/2012 12:00:00 AM,0189-1,5,,2,2,5.2,0.44,7.4,1.25,,,,,,,0,1,0,0,0
02/20/2012 12:00:00 AM,1899-12-31T09:30:00.000,02/20/2012 12:00:00 AM,0189-2,6,,2,2,15,1.9,7.28,1.01,,,,,,,0,1,0,0,0
02/20/2012 12:00:00 AM,1899-12-31T10:50:00.000,02/20/2012 12:00:00 AM,0189-3,11,,2,2,9.4,1.29,7.8,1.26,,,,,,,0,1,0,0,0
02/21/2012 12:00:00 AM,1899-12-31T10:35:00.000,02/21/2012 12:00:00 AM,0193-1,8,,2,2,20,2.5,7.32,1.4,,,,,,,0,1,0,0,27
02/21/2012 12:00:00 AM,1899-12-31T10:20:00.000,02/21/2012 12:00:00 AM,0193-2,16,,2,2,5.4,0.66,7.34,1.24,,,,,,,0,1,0,0,0
02/22/2012 12:00:00 AM,1899-12-31T10:10:00.000,02/22/2012 12:00:00 AM,0197-1,9,,2,2,5.7,0.4,7.36,1.38,,,,,,,0,1,0,0,0
