DEPARTAMENTO,MUNICIPIO,Muestras Evaluadas,Muestras Tratadas,Muestras Sin Tratamiento,IRCA MÍnimo,IRCA Máximo,IRCA Promedio,NUMERO PARAMETROS MÍnimo,NUMERO PARAMETROS Máximo,NUMERO PARAMETROS Promedio,Alcanilidad Total Número Muestras,Alcanilidad Total No Aptas,Alcanilidad Total % No Aptas,Alcanilidad Total MÍnimo,Alcanilidad Total Máximo,Alcanilidad Total Promedio,Aluminio Número Muestras,Aluminio No Aptas,Aluminio % No Aptas,Aluminio MÍnimo,Aluminio Máximo,Aluminio Promedio,Cloro residual libre Número Muestras,Cloro residual libre No Aptas,Cloro residual libre % No Aptas,Cloro residual libre MÍnimo,Cloro residual libre Máximo,Cloro residual libre Promedio,Cloruros Número Muestras,Cloruros No Aptas,Cloruros % No Aptas,Cloruros MÍnimo,Cloruros Máximo,Cloruros Promedio,Coliformes totales Número Muestras,Coliformes totales No Aptas,Coliformes totales % No Aptas,Coliformes totales MÍnimo,Coliformes totales Máximo,Coliformes totales Promedio,Color aparente Número Muestras,Color aparente No Aptas,Color aparente % No Aptas,Color aparente MÍnimo,Color aparente Máximo,Color aparente Promedio,Conductividad Número Muestras,Conductividad No Aptas,Conductividad % No Aptas,Conductividad MÍnimo,Conductividad Máximo,Conductividad Promedio,COT Número Muestras,COT No Aptas,COT % No Aptas,COT MÍnimo,COT Máximo,COT Promedio,Cryptosporidium Número Muestras,Cryptosporidium No Aptas,Cryptosporidium % No Aptas,Cryptosporidium MÍnimo,Cryptosporidium Máximo,Cryptosporidium Promedio,Dureza total Número Muestras,Dureza total No Aptas,Dureza total % No Aptas,Dureza total MÍnimo,Dureza total Máximo,Dureza total Promedio,E.coli Número Muestras,E.coli No Aptas,E.coli % No Aptas,E.coli MÍnimo,E.coli Máximo,E.coli Promedio,Fluoruros Número Muestras,Fluoruros No Aptas,Fluoruros % No Aptas,Fluoruros MÍnimo,Fluoruros Máximo,Fluoruros Promedio,Giardia Número Muestras,Giardia No Aptas,Giardia % No Aptas,Giardia MÍnimo,Giardia Máximo,Giardia Promedio,Hierro total Número Muestras,Hierro total No Aptas,Hierro total % No Aptas,Hierro total MÍnimo,Hierro total Máximo,Hierro total Promedio,Nitritos Número Muestras,Nitritos No Aptas,Nitritos % No Aptas,Nitritos MÍnimo,Nitritos Máximo,Nitritos Promedio,Olor Número Muestras,Olor No Aptas,Olor % No Aptas,Olor MÍnimo,Olor Máximo,Olor Promedio,ph Número Muestras,ph No Aptas,ph % No Aptas,ph MÍnimo,ph Máximo,ph Promedio,Sabor Número Muestras,Sabor No Aptas,Sabor % No Aptas,Sabor MÍnimo,Sabor Máximo,Sabor Promedio,Sulfatos Número Muestras,Sulfatos No Aptas,Sulfatos % No Aptas,Sulfatos MÍnimo,Sulfatos Máximo,Sulfatos Promedio,Turbiedad Número Muestras,Turbiedad No Aptas,Turbiedad % No Aptas,Turbiedad MÍnimo,Turbiedad Máximo,Turbiedad Promedio
Caldas 2012,La Merced,534,77,457,0,98.06,58.73,9,13,9,1,0,0,52,52,52,1,0,0,0.03,0.03,0.03,58,49,84.48,0.1,1,0.19,1,0,0,1.5,1.5,1.5,58,48,82.76,0,2419.2,1047.27,58,5,8.62,0,84,7.91,58,0,0,18,570,133.62,2,0,0,0.1,0.2,0.15,0,0,0,-,-,-,1,0,0,41,41,41,58,44,75.86,0,285,38.09,5,0,0,0.06,0.1,0.08,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,58,1,1.72,0,2,0.34,58,2,3.45,3.42,8.36,7.48,58,1,1.72,0,2,0.34,1,0,0,4,4,4,58,4,6.9,0.09,9.64,1.29
Caldas 2012,Manzanares,732,105,627,0,98.06,64.09,7,13,9,1,0,0,13,13,13,1,0,0,0.08,0.08,0.08,80,69,86.25,0.1,0.93,0.18,1,0,0,0.5,0.5,0.5,80,69,86.25,0,2419.2,1023.24,80,8,10,0,50,7.96,80,0,0,14,181.8,26.33,0,0,0,,,,0,0,0,-,-,-,1,0,0,10,10,10,80,69,86.25,0,1986.3,68.05,11,0,0,0,0.04,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,78,0,0,0,1,0.29,80,2,2.5,6.13,7.8,7.06,78,0,0,0,1,0.29,1,0,0,0,0,0,80,9,11.25,0.13,10.2,1.19
Caldas 2012,Marmato,442,125,317,0,98.06,63.66,7,16,9,3,0,0,18.7,26,21.57,0,0,0,-,-,-,47,38,80.85,0.1,1.68,0.3,3,0,0,0.5,1.8,0.97,47,37,78.72,0,2419.2,1276.05,47,12,25.53,0,51,13.62,47,0,0,31,140,67.79,1,0,0,0.6,0.6,0.6,0,0,0,-,-,-,3,0,0,15,19,17.13,47,37,78.72,0,2419.2,149.21,6,0,0,0.01,0.06,0.04,0,0,0,-,-,-,1,0,0,0.06,0.06,0.06,1,0,0,0.01,0.01,0.01,46,3,6.52,0,2,0.46,47,4,8.51,6.4,8.34,7.15,46,6,13.04,0,2,0.52,3,0,0,0,1,0.63,47,13,27.66,0.44,47.1,3.73
Caldas 2012,Marquetalia,643,87,556,0,100,67.15,7,10,9,0,0,0,-,-,-,1,1,100,0.98,0.98,0.98,71,61,85.92,0.1,1.07,0.22,0,0,0,-,-,-,70,61,87.14,0,2419.2,1867.6,71,14,19.72,0,40,10.24,70,0,0,23,234.9,52.22,0,0,0,,,,0,0,0,-,-,-,0,0,0,-,-,-,70,61,87.14,0,2419.2,328.51,12,0,0,0.01,0.06,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,68,2,2.94,0,1,0.22,71,5,7.04,5.97,7.99,7.14,68,2,2.94,0,1,0.22,0,0,0,-,-,-,71,17,23.94,0.09,13.3,1.79
Caldas 2012,Marulanda,173,72,101,0,98.06,53.53,8,10,9,0,0,0,-,-,-,0,0,0,-,-,-,19,11,57.89,0.1,1.5,0.53,0,0,0,-,-,-,19,12,63.16,0,2419.2,699.8,19,11,57.89,1,100,32.84,17,0,0,33.5,85,60.39,0,0,0,,,,0,0,0,-,-,-,0,0,0,-,-,-,19,11,57.89,0,172.3,32.33,4,0,0,0.01,0.03,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,19,2,10.53,0,1,0.32,19,0,0,6.75,7.73,7.14,19,6,31.58,0,2,0.53,0,0,0,-,-,-,19,7,36.84,0.35,30.7,5.45
Caldas 2012,Neira,1199,386,813,0,98.06,65.9,7,16,10,26,0,0,12.1,30,21.55,2,2,100,0.26,0.44,0.35,119,89,74.79,0.1,1.65,0.34,26,0,0,0,7.4,2.6,118,89,75.42,0,2419.2,1367.11,119,60,50.42,0,148,25.59,117,0,0,25.4,446,120.64,3,0,0,0,0.7,0.3,0,0,0,-,-,-,26,0,0,12,29.1,24.48,118,88,74.58,0,2419.2,344.29,16,0,0,0.01,0.5,0.12,0,0,0,-,-,-,6,0,0,0.08,0.16,0.12,6,0,0,0,0,0,117,20,17.09,0,2,0.54,119,2,1.68,4.9,8.6,7.39,117,22,18.8,0,2,0.56,25,0,0,9,16,12.22,119,57,47.9,0.24,257,6.87
Caldas 2012,Norcasia,297,94,203,0,98.06,53.83,9,13,9,1,0,0,8,8,8,0,0,0,-,-,-,32,25,78.13,0.06,0.97,0.22,1,0,0,3.1,3.1,3.1,32,23,71.88,0,2419.2,1298.25,32,1,3.13,0,40,4.94,32,0,0,10,60.5,23,0,0,0,,,,0,0,0,-,-,-,1,0,0,6.5,6.5,6.5,32,22,68.75,0,2419.2,117.27,5,0,0,0.01,0.04,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,32,1,3.13,0,1,0.28,32,12,37.5,5.77,7.86,6.62,32,1,3.13,0,1,0.28,1,0,0,0.6,0.6,0.6,32,3,9.38,0.12,21.5,1.34
Caldas 2012,Pácora,776,381,395,0,98.06,39.33,9,13,9,1,0,0,12.1,12.1,12.1,1,0,0,0.03,0.03,0.03,84,44,52.38,0.1,1.94,0.74,1,0,0,0.1,0.1,0.1,84,43,51.19,0,2419.2,713.91,84,5,5.95,0,40,6.81,84,0,0,37,377,96.71,2,0,0,0,1,0.5,0,0,0,-,-,-,1,0,0,8.5,8.5,8.5,84,42,50,0,2419.2,76.96,13,0,0,0.01,0.4,0.06,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,84,3,3.57,0,1,0.33,84,1,1.19,6.48,8.48,7.44,84,3,3.57,0,2,0.33,1,0,0,0.6,0.6,0.6,84,12,14.29,0.18,87.4,3.67
Caldas 2012,Palestina,609,399,210,0,98.06,29.92,6,15,9,9,0,0,9,176,95.99,3,1,33.33,0.01,0.23,0.14,63,25,39.68,0.05,2.6,0.72,9,0,0,0.8,58,11.44,60,21,35,0,2419.2,607.28,63,8,12.7,0,130,8.95,62,0,0,83.8,315,194.9,2,0,0,0.2,1.5,0.85,0,0,0,-,-,-,9,0,0,10,169,100.6,61,21,34.43,0,770,52.43,8,0,0,0.01,0.18,0.06,0,0,0,-,-,-,2,1,50,0.06,0.37,0.22,2,0,0,0.01,0.04,0.03,60,2,3.33,0,2,0.35,63,0,0,6.74,8.34,7.68,60,2,3.33,0,2,0.35,9,0,0,0.7,32,12.3,63,13,20.63,0.03,22,1.91
Caldas 2012,Pensilvania,929,168,761,0,100,61.29,9,13,9,3,0,0,6.8,13,10.27,1,0,0,0.18,0.18,0.18,100,84,84,0.1,1.39,0.2,3,0,0,0.7,1.7,1.23,100,83,83,0,2419.2,1038.13,100,7,7,0,31,7.73,100,0,0,10,89.9,23.14,0,0,0,,,,0,0,0,-,-,-,3,0,0,5.9,10,8.17,100,83,83,0,920,68.72,16,0,0,0,0.03,0.01,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,100,0,0,0,1,0.27,100,32,32,5.7,7.98,6.74,100,1,1,0,2,0.28,3,0,0,0,0.8,0.53,100,6,6,0.08,8.86,1.02
Caldas 2012,Riosucio,1357,393,964,0,100,58.21,6,16,9,25,0,0,14.7,75.3,27.99,4,1,25,0.04,0.38,0.16,137,106,77.37,0.1,1.53,0.26,25,0,0,0,5,1.91,137,106,77.37,0,2419.2,1099.88,137,24,17.52,0,71,9.11,136,0,0,28,690,97.37,1,0,0,0,0,0,0,0,0,-,-,-,25,0,0,22.8,56.7,27.42,137,92,67.15,0,2419.2,124.18,15,0,0,0.01,0.1,0.04,0,0,0,-,-,-,4,0,0,0.03,0.1,0.07,4,0,0,0,0.01,0,136,2,1.47,0,2,0.37,137,26,18.98,5.53,8.95,7.07,136,6,4.41,0,2,0.4,24,0,0,0.5,17,7.99,137,35,25.55,0.1,20.7,2.43
Caldas 2012,Risaralda,950,120,830,0,98.06,66.51,7,12,9,1,0,0,32.2,32.2,32.2,1,0,0,0.16,0.16,0.16,104,91,87.5,0.1,1.23,0.21,1,0,0,79.4,79.4,79.4,104,91,87.5,0,2419.2,1758.67,104,19,18.27,0,320,17.42,100,0,0,25,255,134.3,0,0,0,,,,0,0,0,-,-,-,1,0,0,49.7,49.7,49.7,104,89,85.58,0,2419.2,351.62,16,0,0,0,0.03,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,103,5,4.85,0,2,0.4,104,3,2.88,6.39,9.26,7.58,103,6,5.83,0,2,0.41,0,0,0,-,-,-,104,20,19.23,0.12,74.3,4.03
Caldas 2012,Salamina,1147,338,809,0,98.06,59.33,7,16,9,23,0,0,33.2,60.7,47.53,3,1,33.33,0.05,0.2,0.13,115,90,78.26,0.1,1.2,0.26,23,0,0,-0.5,4.8,1.98,115,90,78.26,0,2419.2,1217.66,115,16,13.91,0,48,9.36,115,1,0.87,25.9,52400,582.34,1,0,0,0.3,0.3,0.3,0,0,0,-,-,-,23,0,0,42,53.4,48.03,115,85,73.91,0,1986,88.32,15,0,0,0,0.23,0.1,0,0,0,-,-,-,4,0,0,0.07,0.09,0.08,4,0,0,0,0.01,0,112,5,4.46,0,2,0.37,115,0,0,6.64,8.41,7.54,112,9,8.04,0,2,0.4,22,0,0,2,20,9.66,115,25,21.74,0.13,104,3.28
Caldas 2012,Samaná,1182,113,1069,0,100,63.32,6,13,9,1,0,0,9.4,9.4,9.4,0,0,0,-,-,-,129,117,90.7,0.1,72.9,0.73,1,0,0,2.3,2.3,2.3,129,117,90.7,0,2419.2,1187,129,9,6.98,0,80,6.63,128,0,0,8.2,283.5,25.13,0,0,0,,,,0,0,0,-,-,-,1,0,0,6.7,6.7,6.7,129,103,79.84,0,686,52.82,20,0,0,0,0.14,0.03,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,128,2,1.56,0,2,0.3,129,46,35.66,4.82,37.25,6.89,128,3,2.34,0,2,0.31,1,0,0,1,1,1,129,9,6.98,0.12,8.52,0.83
Caldas 2012,San José,818,578,240,0,98.06,59.07,7,13,9,1,0,0,95.7,95.7,95.7,1,0,0,0.09,0.09,0.09,89,68,76.4,0.1,3.81,0.3,1,0,0,4.8,4.8,4.8,90,70,77.78,0,2419.2,1506.51,90,16,17.78,0,102,11.14,89,0,0,33,280,147.49,0,0,0,,,,0,0,0,-,-,-,1,0,0,93.4,93.4,93.4,90,65,72.22,0,2419.2,199.5,11,0,0,0.01,0.05,0.03,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,87,4,4.6,0,2,0.4,90,2,2.22,6.34,8.76,7.56,87,7,8.05,0,2,0.44,1,0,0,1,1,1,90,22,24.44,0.07,35,2.57
Caldas 2012,Supía,1293,340,953,0,100,68.25,4,16,9,24,0,0,19.4,48.7,37.55,4,0,0,0.05,0.19,0.12,131,105,80.15,0.1,1.81,0.35,23,0,0,1.2,7.1,4.54,130,104,80,0,2419.8,1628.2,131,50,38.17,0,815,39.49,127,0,0,28,405,122.6,1,0,0,0.5,0.5,0.5,0,0,0,-,-,-,23,0,0,28.4,57.4,42.98,130,104,80,0,2419.2,326.75,18,0,0,0.01,0.15,0.05,0,0,0,-,-,-,4,0,0,0.02,0.04,0.04,4,0,0,0,0,0,129,14,10.85,0,2,0.5,131,5,3.82,6.14,9.8,7.62,129,19,14.73,0,2,0.53,23,0,0,12.9,23.7,16.41,131,59,45.04,0.13,263,11.37
Caldas 2012,Victoria,576,132,444,0,98.06,63.64,7,13,9,1,0,0,21,21,21,1,0,0,0.07,0.07,0.07,63,52,82.54,0.1,1.64,0.26,1,0,0,1,1,1,63,52,82.54,0,2419.2,1131.34,63,13,20.63,0,108,11.46,62,0,0,7,330,51.64,0,0,0,,,,0,0,0,-,-,-,1,0,0,25,25,25,63,51,80.95,0,461.1,69.22,9,0,0,0.01,0.1,0.03,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,61,2,3.28,0,2,0.25,63,14,22.22,5.38,7.79,6.9,61,3,4.92,0,2,0.26,1,0,0,11,11,11,63,12,19.05,0.15,13.3,1.88
Caldas 2012,Villamaría,1516,563,953,0,100,50.81,2,15,9,36,0,0,9,41,25.13,4,0,0,0.01,0.11,0.04,145,105,72.41,0.1,1,0.26,36,0,0,1.4,6.5,3.73,167,107,64.07,0,2419.2,970.42,143,39,27.27,0,1350,30.71,141,0,0,25.5,300,141.05,2,0,0,0.5,0.7,0.6,0,0,0,-,-,-,36,0,0,35.6,60.4,47.92,167,107,64.07,0,2419.2,194.54,18,0,0,0.02,0.17,0.09,0,0,0,-,-,-,7,0,0,0.02,0.12,0.06,7,0,0,0,0.01,0,143,5,3.5,0,2,0.41,143,3,2.1,6.42,8.76,7.38,143,8,5.59,0,2,0.43,35,0,0,4,42,30.6,143,36,25.17,0.13,253,6.22
Caldas 2012,Viterbo,785,385,400,0,98.06,54.3,7,16,10,23,0,0,56,102.3,71.66,3,0,0,0.04,0.15,0.1,75,49,65.33,0.1,1.91,0.47,23,0,0,1.7,70.2,8.77,73,48,65.75,0,2419.2,1351.36,75,26,34.67,0,160,18.16,75,0,0,7,430,183.97,1,1,100,9.2,9.2,9.2,0,0,0,-,-,-,23,0,0,59,93.2,72.96,73,48,65.75,0,2419.2,170.09,6,0,0,0.03,0.12,0.08,0,0,0,-,-,-,6,0,0,0.02,0.29,0.11,6,0,0,0,0.01,0,75,6,8,0,2,0.47,75,0,0,6.91,8.9,7.81,75,11,14.67,0,2,0.53,23,0,0,0.8,18,5.57,75,22,29.33,0.17,24.5,3.33
Caldas 2013,Manizales,1901,973,928,0,100,50.77,8,17,10,37,0,0,8.8,35.5,24.38,8,1,12.5,0.01,0.29,0.09,189,119,62.96,0,11.45,0.53,36,0,0,4.5,10.6,7.36,189,113,59.79,0,2419.2,1249.05,189,66,34.92,1,395,22.43,132,0,0,6.7,455,124.23,20,1,5,0,6.4,1.68,0,0,0,-,-,-,36,0,0,35.5,50.6,43.28,189,112,59.26,0,2419.2,148.15,18,0,0,0.03,0.35,0.12,0,0,0,-,-,-,34,0,0,0.04,0.16,0.08,33,0,0,0,0.09,0,189,4,2.12,0,1,0.02,189,2,1.06,6.61,9.42,7.66,189,12,6.35,0,1,0.06,35,0,0,11,35,24.83,189,53,28.04,0.1,62,2.73
Caldas 2013,Aguadas,1572,364,1208,0,100,64.9,8,15,9,25,0,0,4,12.6,7.44,1,0,0,0.06,0.06,0.06,164,133,81.1,0.1,1.64,0.3,25,0,0,0.6,5.4,2.3,163,131,80.37,0,2419.2,1634.36,164,46,28.05,0,816,26.8,119,0,0,3.3,617,109.86,24,0,0,0,3.6,0.89,1,0,0,0,0,0,25,0,0,5.1,26.9,10.33,164,130,79.27,0,2419.2,263.79,14,0,0,0.01,0.15,0.05,1,0,0,0,0,0,24,0,0,0,0.08,0.05,1,0,0,0,0,0,164,5,3.05,0,1,0.03,164,2,1.22,6.19,8.6,7.52,164,11,6.71,0,1,0.07,0,0,0,-,-,-,164,54,32.93,0.07,102,3.83
Caldas 2013,Anserma,1597,504,1093,0,98.06,54.49,2,15,8,35,0,0,12.9,41.5,20.87,3,0,0,0.1,0.2,0.14,158,122,77.22,0.1,1.54,0.31,35,0,0,1,9.2,4.68,181,121,66.85,0,2419.2,1456.14,158,59,37.34,0,376,24.27,117,0,0,6.5,291.5,117.41,18,0,0,0,3.1,1.18,0,0,0,-,-,-,35,0,0,12.1,35.4,18.54,182,119,65.38,0,2419.2,148.61,8,0,0,0.01,0.04,0.03,0,0,0,-,-,-,32,0,0,0.02,0.17,0.05,1,0,0,0,0,0,158,5,3.16,0,1,0.03,158,0,0,6.68,8.96,7.71,158,12,7.59,0,1,0.08,1,0,0,0.9,0.9,0.9,158,50,31.65,0.13,57.5,3.17
Caldas 2013,Aranzazu,1061,152,909,0,98.14,71.26,8,11,8,0,0,0,-,-,-,1,0,0,0.05,0.05,0.05,118,105,88.98,0.1,1.66,0.21,0,0,0,-,-,-,118,106,89.83,0,2419.2,1706.47,118,55,46.61,0,202,22.81,88,0,0,6.6,291.8,94.84,19,1,5.26,0,7.3,1.63,0,0,0,-,-,-,0,0,0,-,-,-,118,102,86.44,0,2419.2,119.94,9,0,0,0.03,0.3,0.1,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,118,2,1.69,0,1,0.02,118,3,2.54,6.12,8.97,7.52,118,5,4.24,0,1,0.04,0,0,0,-,-,-,118,34,28.81,0.12,21.7,2.07
Caldas 2013,Belalcázar,924,154,770,0,98.06,70.08,8,11,8,0,0,0,-,-,-,1,0,0,0.03,0.03,0.03,103,88,85.44,0.1,1.25,0.23,0,0,0,-,-,-,103,87,84.47,0,2419.2,1992.65,103,37,35.92,0,1035,35.9,77,0,0,0.1,266.5,188.77,15,2,13.33,0,6.1,1.95,0,0,0,-,-,-,0,0,0,-,-,-,103,87,84.47,0,2419.2,304.28,7,0,0,0.03,0.07,0.04,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,103,8,7.77,0,1,0.08,103,2,1.94,7.23,9.21,8.08,103,13,12.62,0,1,0.13,0,0,0,-,-,-,103,40,38.83,0.28,93.6,4.89
Caldas 2013,Chinchiná,1134,807,327,0,100,23.96,2,15,8,48,0,0,1.5,84.9,55.98,4,0,0,0.06,0.2,0.14,98,40,40.82,0.1,1.85,0.56,48,0,0,3.5,17.8,8.41,131,37,28.24,0,2419.2,494.27,98,22,22.45,0,1585,38.36,70,0,0,9.2,321,135.05,11,0,0,0,5,1.32,0,0,0,-,-,-,48,0,0,1,74.8,56.14,131,31,23.66,0,2419.2,126.83,8,0,0,0.03,0.23,0.1,0,0,0,-,-,-,44,0,0,0,0.16,0.06,1,0,0,0,0,0,98,4,4.08,0,1,0.04,98,1,1.02,6.45,8.73,7.6,98,12,12.24,0,1,0.12,2,0,0,15,21,18,98,26,26.53,0.13,251,5.95
Caldas 2013,Filadelfia,915,244,671,0,98.06,63.97,8,11,8,0,0,0,-,-,-,1,0,0,0.04,0.04,0.04,102,89,87.25,0.1,1.76,0.26,0,0,0,-,-,-,102,86,84.31,0,2419.2,1336.51,102,29,28.43,0,115,13.15,71,0,0,9.55,394,198.84,16,0,0,0,2.6,1.07,0,0,0,-,-,-,0,0,0,-,-,-,102,81,79.41,0,2419.2,136.15,11,0,0,0.03,0.36,0.12,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,102,1,0.98,0,1,0.01,102,1,0.98,6.78,9.15,7.84,102,3,2.94,0,1,0.03,0,0,0,-,-,-,102,18,17.65,0.06,19,1.37
Caldas 2013,La Dorada,726,548,178,0,98.06,22.02,2,15,8,36,0,0,13.3,43.1,27.03,3,0,0,0.13,0.18,0.15,61,24,39.34,0.09,1.8,0.56,36,0,0,3,10.7,7.07,83,22,26.51,0,2419.2,405.62,61,15,24.59,0,750,38.54,44,0,0,39.5,302,111.86,3,0,0,1.1,2.7,1.77,0,0,0,-,-,-,35,0,0,12.6,69.8,29.07,83,18,21.69,0,2419.2,86.92,2,0,0,0.05,0.3,0.18,0,0,0,-,-,-,34,0,0,0,0.07,0.03,0,0,0,-,-,-,61,3,4.92,0,1,0.05,61,0,0,6.64,8.31,7.3,61,7,11.48,0,1,0.11,1,0,0,7.1,7.1,7.1,61,14,22.95,0.27,175,7.32
Caldas 2013,La Merced,537,108,429,0,98.06,58.52,8,11,8,0,0,0,-,-,-,1,0,0,0.06,0.06,0.06,60,50,83.33,0.1,1.01,0.19,0,0,0,-,-,-,60,47,78.33,0,2419.2,1315.14,60,11,18.33,0,38,9.7,46,0,0,35.2,388,107.53,8,0,0,0,2.4,1.04,0,0,0,-,-,-,0,0,0,-,-,-,60,42,70,0,325.5,47.57,2,0,0,0.1,0.21,0.16,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,60,0,0,0,0,0,60,1,1.67,6.27,8.43,7.53,60,1,1.67,0,1,0.02,0,0,0,-,-,-,60,11,18.33,0.12,6.73,1.13
Caldas 2013,Manzanares,982,107,875,0,98.06,65.97,8,11,8,0,0,0,-,-,-,0,0,0,-,-,-,110,98,89.09,0.06,1.04,0.17,0,0,0,-,-,-,110,98,89.09,0,2419.2,1417.3,110,15,13.64,0,123,11.15,82,0,0,3.67,84.8,26.36,14,0,0,0,2.1,0.91,0,0,0,-,-,-,0,0,0,-,-,-,110,96,87.27,0,2419.2,96.34,6,0,0,0.02,0.03,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,110,1,0.91,0,1,0.01,110,0,0,6.5,8.27,7.35,110,3,2.73,0,1,0.03,0,0,0,-,-,-,110,15,13.64,0.12,11.2,1.22
Caldas 2013,Marmato,289,55,234,0,98.06,69.2,8,11,9,0,0,0,-,-,-,0,0,0,-,-,-,32,26,81.25,0.1,1.89,0.34,0,0,0,-,-,-,32,26,81.25,0,2419.2,1783.65,32,12,37.5,1,106,21.06,25,0,0,30.9,331,97.27,5,0,0,0,0.9,0.44,0,0,0,-,-,-,0,0,0,-,-,-,32,26,81.25,0,248.1,63.08,3,0,0,0.04,0.1,0.06,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,32,1,3.13,0,1,0.03,32,0,0,6.59,8.37,7.54,32,1,3.13,0,1,0.03,0,0,0,-,-,-,32,15,46.88,0.42,19.4,3.19
Caldas 2013,Marquetalia,906,108,798,0,100,69.36,8,11,8,0,0,0,-,-,-,1,0,0,0.05,0.05,0.05,101,88,87.13,0.1,1.29,0.22,0,0,0,-,-,-,101,89,88.12,0,2419.2,2119.73,101,22,21.78,0,72,12.96,76,0,0,7.72,277.6,42.86,15,0,0,0,2.8,1.19,0,0,0,-,-,-,0,0,0,-,-,-,101,89,88.12,0,2419.2,240.73,6,0,0,0.01,0.02,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,101,0,0,0,0,0,101,2,1.98,6.42,8.37,7.34,101,1,0.99,0,1,0.01,0,0,0,-,-,-,101,30,29.7,0.09,15.1,1.86
Caldas 2013,Marulanda,227,120,107,0,98.06,46.31,8,11,9,0,0,0,-,-,-,2,0,0,0.02,0.04,0.03,25,13,52,0.1,1.6,0.59,0,0,0,-,-,-,25,12,48,0,2419.2,571.52,25,13,52,2,117,30.56,19,0,0,5.33,80.5,46.83,4,0,0,0,3,1.38,0,0,0,-,-,-,0,0,0,-,-,-,25,12,48,0,131.3,16.24,2,0,0,0,0.02,0.01,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,25,1,4,0,1,0.04,25,0,0,6.65,8.18,7.37,25,4,16,0,1,0.16,0,0,0,-,-,-,25,10,40,0.2,7.44,2
Caldas 2013,Neira,1009,321,688,0,98.06,63.98,8,15,9,24,0,0,15.4,31.2,23.05,2,1,50,0.01,0.31,0.16,102,77,75.49,0.1,1.58,0.37,24,0,0,0.8,7.7,3.32,102,77,75.49,0,2419.2,1486.06,102,56,54.9,1,485,38.16,75,0,0,10.91,518,129.32,11,1,9.09,0,7.1,1.8,0,0,0,-,-,-,24,0,0,16.2,31,25.63,102,77,75.49,0,2419.2,274.26,8,0,0,0.03,0.21,0.09,0,0,0,-,-,-,22,0,0,0.02,0.14,0.07,1,0,0,0,0,0,102,11,10.78,0,1,0.11,102,0,0,6.59,8.54,7.66,102,16,15.69,0,1,0.16,2,0,0,0,12.5,6.25,102,34,33.33,0.15,53.8,3.96
Caldas 2013,Norcasia,382,80,302,0,100,65.56,8,11,8,0,0,0,-,-,-,0,0,0,-,-,-,43,34,79.07,0.1,1.43,0.28,0,0,0,-,-,-,43,34,79.07,0,2419.2,1679.36,43,20,46.51,0,198,25.37,30,0,0,4.06,36.9,19.6,7,1,14.29,0,7.1,1.8,0,0,0,-,-,-,0,0,0,-,-,-,43,34,79.07,0,2419.2,267.58,1,0,0,0.02,0.02,0.02,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,43,3,6.98,0,1,0.07,43,18,41.86,5.16,7.91,6.49,43,5,11.63,0,1,0.12,0,0,0,-,-,-,43,12,27.91,0.14,25.3,3.28
Caldas 2013,Pácora,804,385,419,0,98.06,42.63,8,11,8,0,0,0,-,-,-,1,0,0,0.06,0.06,0.06,90,49,54.44,0.1,1.96,0.63,0,0,0,-,-,-,90,49,54.44,0,2419.2,981.83,90,19,21.11,0,140,13.52,68,0,0,11.4,307,84.55,13,0,0,0,2,0.8,0,0,0,-,-,-,0,0,0,-,-,-,90,46,51.11,0,2419.2,81,2,0,0,0.03,0.19,0.11,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,90,2,2.22,0,1,0.02,90,0,0,6.92,8.96,7.68,90,7,7.78,0,1,0.08,0,0,0,-,-,-,90,17,18.89,0.17,20.8,2.18
